,GDPC1,GDP_Change,LN_GDP,GDP_Growth,GDP_Growth_1Q_Ann,GDP_Growth_2Q_Ann,GDP_Growth_3Q_Ann,GDP_Growth_4Q_Ann,GDP_Growth_5Q_Ann,GDP_Growth_6Q_Ann,GDP_Growth_7Q_Ann,GDP_Growth_8Q_Ann,RSPREAD
31/01/2013,15491.878,107.624,9.648071166,0.006971368,2.788547111,1.439155646,1.118925955,1.304917764,1.572942621,2.057116345,1.883557793,2.010521411,1.863333333
30/04/2013,15521.559,29.681,9.64998524,0.001914074,0.765629661,1.777088386,1.214646984,1.030601882,1.197060143,1.438390461,1.872618247,1.743816776,1.946666667
31/07/2013,15641.336,119.777,9.657672432,0.007687193,3.074877089,1.920253375,2.20968462,1.67970451,1.439456923,1.510029634,1.672174265,2.022900603,2.676666667
31/10/2013,15793.928,152.592,9.667380841,0.009708409,3.883363563,3.479120326,2.574623438,2.628104356,2.120436321,1.846774697,1.849077338,1.948572927,2.683333333
31/01/2014,15757.57,-36.358,9.665076164,-0.002304678,-0.921871059,1.480746252,2.012123198,1.700499814,1.918109273,1.613385091,1.451253874,1.502708789,2.716666667
30/04/2014,15935.825,178.255,9.676324998,0.011248835,4.499533853,1.788831397,2.487008786,2.633975862,2.260306621,2.348346703,2.025692057,1.832288872,2.59
31/07/2014,16139.513,203.688,9.689025768,0.01270077,5.080307819,4.789920836,2.885990204,3.135333544,3.123242253,2.730306821,2.738626863,2.407519027,2.47
31/10/2014,16220.222,80.709,9.694014014,0.004988246,1.995298598,3.537803209,3.85838009,2.663317303,2.907326555,2.935251644,2.625305646,2.645710829,2.256666667
31/01/2015,16349.97,129.748,9.701981341,0.007967327,3.186930832,2.591114715,3.42084575,3.690517775,2.768040009,2.953927268,2.971205814,2.695508794,1.94
30/04/2015,16460.889,110.919,9.708742482,0.006761141,2.704456413,2.945693622,2.628895281,3.241748415,3.493305503,2.757442743,2.918288574,2.937862138,2.146666667
31/07/2015,16527.587,66.698,9.712786203,0.004043721,1.617488262,2.160972337,2.502958502,2.376043526,2.916896385,3.180669296,2.594592103,2.755688535,2.18
31/10/2015,16547.619,20.032,9.713997503,0.0012113,0.484520095,1.051004179,1.602154923,1.9983489,1.99773884,2.511500336,2.795505125,2.330833102,2.066666667
31/01/2016,16571.573,23.954,9.715444037,0.001446533,0.578613251,0.531566673,0.893540536,1.346269505,1.71440177,1.761217908,2.23537361,2.51839364,1.633333333
30/04/2016,16663.516,91.943,9.720976938,0.005532901,2.213160544,1.395886897,1.092097963,1.223445538,1.519647713,1.797528233,1.825781142,2.232596977,1.496666667
31/07/2016,16778.148,114.632,9.727832604,0.006855667,2.742266628,2.477713586,1.844680141,1.504640129,1.527209756,1.723417532,1.932490861,1.940341828,1.266666667
31/10/2016,16851.42,73.272,9.732190205,0.004357601,1.743040314,2.242653471,2.232822495,1.819270184,1.552320166,1.563181516,1.726220787,1.908809542,1.7
31/01/2017,16903.24,51.82,9.735260599,0.003070393,1.228157314,1.485598814,1.904488085,1.9816562,1.70104761,1.498293024,1.515320915,1.663962853,1.853333333
30/04/2017,17031.085,127.845,9.742795483,0.007534884,3.013953685,2.1210555,1.995050438,2.181854485,2.188115697,1.919865289,1.714815976,1.702650012,1.373333333
31/07/2017,17163.894,132.809,9.75056327,0.007767788,3.10711506,3.060534373,2.44974202,2.273066593,2.3669066,2.341282258,2.089472399,1.888853361,1.206666667
31/10/2017,17271.702,107.808,9.756824719,0.006261448,2.504579325,2.805847192,2.875216023,2.463451346,2.31936914,2.389852054,2.36461041,2.141360765,1.163333333
